subject	activityname	Mean-TimeBodyGyroJerkStandardDiv-Y	Mean-TimeBodyGyroJerkStandardDiv-Z	Mean-TimeBodyAccelerationMagnitudeMean	Mean-TimeBodyAccelerationMagnitudeStandardDiv	Mean-TimeGravityAccelerationMagnitudeMean	Mean-TimeGravityAccelerationMagnitudeStandardDiv	Mean-TimeBodyAccelerationJerkMagnitudeMean	Mean-TimeBodyAccelerationJerkMagnitudeStandardDiv	Mean-TimeBodyGyroMagnitudeMean	Mean-TimeBodyGyroMagnitudeStandardDiv	Mean-TimeBodyGyroJerkMagnitudeMean	Mean-TimeBodyGyroJerkMagnitudeStandardDiv	Mean-FreqBodyAccelerationMean-X	Mean-FreqBodyAccelerationMean-Y	Mean-FreqBodyAccelerationMean-Z	Mean-FreqBodyAccelerationStandardDiv-X	Mean-FreqBodyAccelerationStandardDiv-Y	Mean-FreqBodyAccelerationStandardDiv-Z	Mean-FreqBodyAccelerationJerkMean-X	Mean-FreqBodyAccelerationJerkMean-Y	Mean-FreqBodyAccelerationJerkMean-Z	Mean-FreqBodyAccelerationJerkStandardDiv-X	Mean-FreqBodyAccelerationJerkStandardDiv-Y	Mean-FreqBodyAccelerationJerkStandardDiv-Z	Mean-FreqBodyGyroMean-X	Mean-FreqBodyGyroMean-Y	Mean-FreqBodyGyroMean-Z	Mean-FreqBodyGyroStandardDiv-X	Mean-FreqBodyGyroStandardDiv-Y	Mean-FreqBodyGyroStandardDiv-Z	Mean-FreqBodyAccelerationMagnitudeMean	Mean-FreqBodyAccelerationMagnitudeStandardDiv	Mean-FreqBodyBodyAccelerationJerkMagnitudeMean	Mean-FreqBodyBodyAccelerationJerkMagnitudeStandardDiv	Mean-FreqBodyBodyGyroMagnitudeMean	Mean-FreqBodyBodyGyroMagnitudeStandardDiv	Mean-FreqBodyBodyGyroJerkMagnitudeMean	Mean-FreqBodyBodyGyroJerkMagnitudeStandardDiv
6	SITTING	-0.961780726363636	-0.958787671272727	-0.949543531272727	-0.931572655636364	-0.949543531272727	-0.931572655636364	-0.962733502	-0.948181827818182	-0.932703812181818	-0.921259472727273	-0.962929227818182	-0.950150571818182	-0.975351454727273	-0.928264365454545	-0.935798115272727	-0.982451284727273	-0.925676956	-0.925768475636364	-0.971037479818182	-0.947070821272727	-0.954199785636364	-0.971488767454545	-0.946880042	-0.961636555090909	-0.939671400545455	-0.943857393090909	-0.934764895454545	-0.963407046545455	-0.944901470363636	-0.947326797818182	-0.935750391272727	-0.939547202909091	-0.948348653636364	-0.947304700363636	-0.929725679272727	-0.929549141636364	-0.952034566	-0.951196693454545
7	SITTING	-0.981024680625	-0.980954665416667	-0.918432107083333	-0.881957619770833	-0.918432107083333	-0.881957619770833	-0.976559676458333	-0.970243274166667	-0.897870535	-0.898063314375	-0.981665122291667	-0.976214430208333	-0.972697126875	-0.93149063375	-0.904675337916667	-0.972879966041667	-0.904629195833333	-0.844083052916667	-0.982037243958333	-0.969423612916667	-0.968503504791667	-0.984026344375	-0.971814980208333	-0.974699194375	-0.9436317575	-0.956678065	-0.9474199325	-0.9427264225	-0.93824472	-0.939826018125	-0.90895677625	-0.88691563825	-0.970954184166667	-0.9684948675	-0.933081955208333	-0.895804978125	-0.978634991458333	-0.97496593875
8	SITTING	-0.98887627673913	-0.985241405434783	-0.952139704347826	-0.929943615630435	-0.952139704347826	-0.929943615630435	-0.986061512173913	-0.980667377391304	-0.93268224326087	-0.953001632173913	-0.991807428043478	-0.986756670869565	-0.981142909782609	-0.94421971826087	-0.959436275869565	-0.978256730652174	-0.923829969347826	-0.933889846521739	-0.984977270652174	-0.980221104565217	-0.982995311086956	-0.986913610652174	-0.983038783478261	-0.986185349347826	-0.982200309782609	-0.97658989	-0.961798676956522	-0.985339301521739	-0.96892443326087	-0.962632253913044	-0.947981783478261	-0.93172124	-0.980932292391304	-0.97932021173913	-0.965806789347826	-0.953251156521739	-0.987730604130435	-0.986147262608696
9	SITTING	-0.9719274472	-0.9687388914	-0.8933617176	-0.8637564342	-0.8933617176	-0.8637564342	-0.964383757	-0.9517802432	-0.9032355368	-0.9066063206	-0.9733641366	-0.9663610734	-0.959413594	-0.911683219	-0.8922013438	-0.956903459	-0.86761360746	-0.818001834824	-0.9655962396	-0.9580073906	-0.9575269752	-0.9666604036	-0.9585229866	-0.9649413418	-0.950315237	-0.9396930078	-0.940312313	-0.9618360162	-0.910583361	-0.9341874784	-0.8977181972	-0.8691725114	-0.9530504408	-0.9493949814	-0.9344377378	-0.9064712292	-0.9683155878	-0.9659970148
10	SITTING	-0.992584494814815	-0.990259813148148	-0.96075719962963	-0.939669591481481	-0.96075719962963	-0.939669591481481	-0.988054237592593	-0.985209856296296	-0.944202043703704	-0.963064577592593	-0.993707487592593	-0.991696196481481	-0.984943144259259	-0.9404502	-0.97464465462963	-0.982242427777778	-0.912838063018519	-0.966121042592593	-0.989365013888889	-0.980962856111111	-0.986056767777778	-0.989550917407407	-0.982045591111111	-0.98911086	-0.986477363333333	-0.986179215555556	-0.96539546962963	-0.989712360740741	-0.983579646666667	-0.962418559814815	-0.955281010740741	-0.941511952777778	-0.985900801111111	-0.983266741481482	-0.974459732592593	-0.962459956111111	-0.992191529259259	-0.991409100925926
11	SITTING	-0.988554820188679	-0.981016044716981	-0.961970763773585	-0.944581826415094	-0.961970763773585	-0.944581826415094	-0.97935563509434	-0.974511726792453	-0.951884472075472	-0.959964488301887	-0.989519031132076	-0.986256664716981	-0.981481454339623	-0.934503182830189	-0.972855110377359	-0.983389810188679	-0.920047161698113	-0.967884390943396	-0.980831750377358	-0.967454617735849	-0.981124861320755	-0.981607942075472	-0.968421475660377	-0.984349606792453	-0.985106875471698	-0.98263664490566	-0.954453821132075	-0.989189512641509	-0.982137919056604	-0.956802766792453	-0.953066009056604	-0.948521986037736	-0.975315331509434	-0.972289134150943	-0.969799951132076	-0.960711241886792	-0.987255972641509	-0.985607229245283
12	SITTING	-0.979347830784314	-0.977138953921569	-0.952176621372549	-0.947517100196078	-0.952176621372549	-0.947517100196078	-0.974734489803922	-0.972745892745098	-0.941907240784314	-0.946769241568627	-0.980392337647059	-0.978260535882353	-0.97966614372549	-0.942768016862745	-0.954626628823529	-0.98399947745098	-0.926033975686275	-0.935916958235294	-0.977109887058824	-0.964236191372549	-0.975551564117647	-0.977980349019608	-0.966538919607843	-0.981408871764706	-0.968528985294118	-0.963725248823529	-0.955718183921569	-0.976339901372549	-0.959040695686274	-0.954769877647059	-0.955944253137255	-0.950647188823529	-0.971715268627451	-0.972951443333333	-0.958511866666667	-0.948460978823529	-0.97848445372549	-0.979256387058824
13	SITTING	-0.991773350204082	-0.989861382040816	-0.957690563673469	-0.937935738571429	-0.957690563673469	-0.937935738571429	-0.989497838979592	-0.988813098163265	-0.951142644081633	-0.963940591428571	-0.992604304489796	-0.991414934897959	-0.990135477755102	-0.959673916122449	-0.956183063510204	-0.989410582653061	-0.933666502510204	-0.934189007346939	-0.992678212653061	-0.983914101836735	-0.985261204693878	-0.99368217	-0.985908120408163	-0.988612100204082	-0.983218202857143	-0.982456053877551	-0.968384415510204	-0.986714694081633	-0.97827070877551	-0.969451754693878	-0.956901559653061	-0.938529931020408	-0.988348535306122	-0.988332303469388	-0.973258277755102	-0.96426809755102	-0.991723741632653	-0.991219445918367
14	SITTING	-0.986911323888889	-0.982819138888889	-0.944197943703704	-0.92549582962963	-0.944197943703704	-0.92549582962963	-0.976521006111111	-0.973343388888889	-0.942756369259259	-0.947081158333333	-0.988317606666667	-0.986963989814815	-0.976456609259259	-0.932644766111111	-0.944126078888889	-0.976303056851852	-0.911591208203704	-0.917678155296296	-0.981566649444444	-0.968951769814815	-0.97275196962963	-0.981920831111111	-0.968943674259259	-0.978180020925926	-0.978577117592593	-0.969806729814815	-0.957020858888889	-0.981573087222222	-0.958227403148148	-0.956028807962963	-0.940589853333333	-0.929193937222222	-0.972985342962963	-0.972959409444444	-0.963320540555556	-0.946517963703704	-0.987324239259259	-0.987065177777778
15	SITTING	-0.990313307966102	-0.987937202542373	-0.958669836271186	-0.93797790559322	-0.958669836271186	-0.93797790559322	-0.986107839152542	-0.984639018474576	-0.957331628305085	-0.963475074915254	-0.992188893898305	-0.989720049491525	-0.986619609491525	-0.938926430779661	-0.963227004915254	-0.987384778983051	-0.919162700338983	-0.945704713050847	-0.988106102033898	-0.978159013220339	-0.984908418474576	-0.989314359661017	-0.979713045932203	-0.987694113559322	-0.986152580338983	-0.979201724745763	-0.966731518305085	-0.988881930508475	-0.973456092372881	-0.966228648305085	-0.949752001322034	-0.941195938135593	-0.984689437118644	-0.983276251694915	-0.973762179830509	-0.963378228474576	-0.990180959322034	-0.989503941694915
16	SITTING	-0.990621793333333	-0.988364321449275	-0.961879680724638	-0.941051236086957	-0.961879680724638	-0.941051236086957	-0.987472699130435	-0.983615334057971	-0.946417382463768	-0.937942404637681	-0.992444606231884	-0.988261252608696	-0.987043828985507	-0.961456685507246	-0.959552230434783	-0.986892418405797	-0.949829260434783	-0.934652146521739	-0.990964251304348	-0.981752167391304	-0.981178036811594	-0.991567867681159	-0.983230774492754	-0.984362469130435	-0.978632856956522	-0.96679600173913	-0.960058264057971	-0.982057861449275	-0.954343752463768	-0.964270052318841	-0.958335480724638	-0.942588250115942	-0.983968635942029	-0.982190554782609	-0.954060994347826	-0.938863215072464	-0.989363136376812	-0.987506348985507
17	SITTING	-0.9949818809375	-0.9938412575	-0.97274734640625	-0.96506519109375	-0.97274734640625	-0.96506519109375	-0.99281471515625	-0.99144649921875	-0.967177744375	-0.97541025484375	-0.996334795	-0.994446755625	-0.9939693815625	-0.96992798921875	-0.97484160453125	-0.99465731359375	-0.959789141875	-0.96292107328125	-0.99454262109375	-0.9883274196875	-0.9888280653125	-0.9946131621875	-0.98991581109375	-0.99081824828125	-0.98841106765625	-0.98879397953125	-0.98161709828125	-0.99004126046875	-0.984813098125	-0.9809696453125	-0.973626755	-0.9653996796875	-0.99142725046875	-0.99031962640625	-0.98336929234375	-0.97471085296875	-0.995204564375	-0.99362452375
18	SITTING	-0.994224162105263	-0.992814325087719	-0.983674151754386	-0.981595285964912	-0.983674151754386	-0.981595285964912	-0.989869574561404	-0.991159350526316	-0.977634992105263	-0.981372675614035	-0.994873439824561	-0.994868913508772	-0.993144920175439	-0.976538530350877	-0.982996441403509	-0.994906565789474	-0.974980068596491	-0.975722121403509	-0.991924709824561	-0.983642391578947	-0.988689671578947	-0.992039060701754	-0.985694744385965	-0.990141676315789	-0.989961500350877	-0.988702701403509	-0.983027386491228	-0.992575399473684	-0.985710087894737	-0.98279727631579	-0.984781467192982	-0.982226151578947	-0.990407075964912	-0.991044297894737	-0.986535242105263	-0.981252632807018	-0.99480818754386	-0.994967621754386
19	SITTING	-0.987465915068493	-0.98531069	-0.962074065616438	-0.951755657260274	-0.962074065616438	-0.951755657260274	-0.986423976027397	-0.984205184931507	-0.942229043835616	-0.950491807945205	-0.989450316575342	-0.985831284657534	-0.979238031780822	-0.960763181917808	-0.96633509109589	-0.975204245342466	-0.948053070136986	-0.947514931780822	-0.986775590136986	-0.979141571643836	-0.98398048	-0.988576991369863	-0.980999857671233	-0.988151915753425	-0.981743664931507	-0.968188675753425	-0.968235777945205	-0.985576048219178	-0.955598610136986	-0.967869249178082	-0.962632577945206	-0.952802277671233	-0.983751646712329	-0.983687272739726	-0.964238768493151	-0.950484417260274	-0.986727418493151	-0.985416444657534
20	SITTING	-0.979684097272727	-0.979742084090909	-0.952738043030303	-0.937764028181818	-0.952738043030303	-0.937764028181818	-0.978774578333333	-0.972537871515151	-0.939574435606061	-0.941069909848485	-0.983010276060606	-0.97507615	-0.981203064242424	-0.945198619242424	-0.947597457121212	-0.98397837530303	-0.935031700454545	-0.924947175454545	-0.982243603030303	-0.971158287575758	-0.973211461363636	-0.983565760757576	-0.972776577272727	-0.978458923030303	-0.969913284393939	-0.964643068787879	-0.950963363939394	-0.978433538484848	-0.958015696363636	-0.949176822121212	-0.946913451666667	-0.942151231515152	-0.971730462575758	-0.972597744242424	-0.953399068181818	-0.943725755909091	-0.976108353787879	-0.975226588333333
21	SITTING	-0.989722663529412	-0.987954515294118	-0.974734999411765	-0.971994251294118	-0.974734999411765	-0.971994251294118	-0.985947225176471	-0.986520865058824	-0.964971113764706	-0.971225061647059	-0.990307349882353	-0.990302232705882	-0.990610228	-0.968060947058824	-0.970859342941176	-0.992375229411765	-0.96756129	-0.956412505058824	-0.989759187058823	-0.979180438588235	-0.983434322941176	-0.990027822470588	-0.980347168823529	-0.986845672352941	-0.984893559764706	-0.979830938	-0.976839728941176	-0.98955931	-0.974723217647059	-0.979130678470588	-0.974829227058824	-0.974447593176471	-0.985342358705882	-0.986991549529412	-0.977839702352941	-0.972027251294118	-0.990014272588235	-0.991062204823529
22	SITTING	-0.980275619354839	-0.97954410516129	-0.942167353870968	-0.924336184035484	-0.942167353870968	-0.924336184035484	-0.979303714032258	-0.968576776774194	-0.942077432741935	-0.933268487096774	-0.98547603483871	-0.976503766290323	-0.978505368225806	-0.939546007903226	-0.946635312419355	-0.97862319016129	-0.926995253483871	-0.909344305645161	-0.980944505967742	-0.963129472580645	-0.975330718709677	-0.984299609032258	-0.969776055483871	-0.981272224354839	-0.977266731129032	-0.959161754193548	-0.948367052258065	-0.982373346290323	-0.946107943548387	-0.951045695483871	-0.943078237096774	-0.926798029822581	-0.968908297096774	-0.967026275967742	-0.951952767258065	-0.93356300983871	-0.977775448387097	-0.976318114516129
23	SITTING	-0.980727445294118	-0.988130142058824	-0.944080772941176	-0.924963263235294	-0.944080772941176	-0.924963263235294	-0.982375503382353	-0.973668776323529	-0.936593426911765	-0.937006097352941	-0.986514066029412	-0.979226997941177	-0.986325670882353	-0.953460406470588	-0.942031166764706	-0.988345258235294	-0.930781487205882	-0.896125263911765	-0.984550863529412	-0.978136218235294	-0.972656226029412	-0.986019630441176	-0.979564696911765	-0.977936447205882	-0.977149986617647	-0.957920288823529	-0.965428833529412	-0.981523241176471	-0.943733421029412	-0.961914054264706	-0.945837830147059	-0.927090118382353	-0.974121466764706	-0.972117016617647	-0.952293277205882	-0.938680776617647	-0.980707211470588	-0.978499038088235
24	SITTING	-0.989780810588235	-0.989850160294118	-0.968979156470588	-0.963779683235294	-0.968979156470588	-0.963779683235294	-0.985555822352941	-0.985418456176471	-0.964633252352941	-0.969257162647059	-0.991306424705882	-0.990724530735294	-0.989529506764706	-0.962773200147059	-0.966991781176471	-0.991100005441176	-0.954998005147059	-0.954402697794118	-0.988857403235294	-0.979228238382353	-0.981971300147059	-0.9892888075	-0.981550132794118	-0.986008449264706	-0.985676523823529	-0.981200181176471	-0.974686891029412	-0.988891551764706	-0.976252427794118	-0.972851787647059	-0.968905031470588	-0.965852262058824	-0.984469962941177	-0.98561372	-0.977973720735294	-0.969105899117647	-0.990854751176471	-0.990933058235294
25	SITTING	-0.991315767692308	-0.991491387846154	-0.970409337076923	-0.960003414461538	-0.970409337076923	-0.960003414461538	-0.989545142461538	-0.988311804923077	-0.966568718615385	-0.970639125692308	-0.99286465	-0.991766403076923	-0.991405498153846	-0.959117259384615	-0.974776131230769	-0.992124279384615	-0.944842993230769	-0.962090614615385	-0.992478846153846	-0.982957002923077	-0.986326396461538	-0.992750109846154	-0.984068025384615	-0.989156105538462	-0.988002552461538	-0.983827801076923	-0.975805890153846	-0.990550003076923	-0.979828883230769	-0.974172870615385	-0.967017992615385	-0.961997268307692	-0.987941825538462	-0.987618801076923	-0.979350913692308	-0.970321897230769	-0.991781701692308	-0.992019559538462
26	SITTING	-0.993139833846154	-0.991929788974359	-0.953079994102564	-0.933602783410256	-0.953079994102564	-0.933602783410256	-0.990898435769231	-0.989986111666667	-0.954052945897436	-0.964742022307692	-0.994466446282051	-0.994033207051282	-0.982579546025641	-0.954299410641026	-0.967519149358974	-0.978755176794872	-0.937783538974359	-0.94478134025641	-0.992025427435897	-0.985862886410256	-0.987989982948718	-0.99329986051282	-0.987754588717949	-0.990693114358974	-0.990144882307692	-0.981740793333333	-0.970423693717949	-0.991318436410256	-0.969488188974359	-0.968266666923077	-0.952411043717949	-0.934587699141026	-0.989481942820513	-0.989521272820513	-0.97646387	-0.963650652307692	-0.993985447564103	-0.99420976974359
27	SITTING	-0.992226442142857	-0.991766787571429	-0.979481668857143	-0.969526674714286	-0.979481668857143	-0.969526674714286	-0.989467178285714	-0.989200539571429	-0.963565474	-0.970782132714286	-0.994034710714286	-0.992112829571429	-0.988682108428571	-0.974057855571429	-0.974665817	-0.988659196428571	-0.971266062714286	-0.963220672571429	-0.990839607428571	-0.985238583714286	-0.987087721142857	-0.991292270714286	-0.986083114	-0.989282516857143	-0.987207904714286	-0.984141119142857	-0.976848134285714	-0.988984618428571	-0.981037690285714	-0.977595519142857	-0.974766466714286	-0.970885296857143	-0.988773269428571	-0.988531651142857	-0.979482820857143	-0.970528266285714	-0.992390264285714	-0.991967776285714
28	SITTING	-0.980713868611111	-0.971001691388889	-0.955789708611111	-0.947782703333333	-0.955789708611111	-0.947782703333333	-0.973274366805556	-0.970301646111111	-0.955175567083333	-0.951065984027778	-0.981213159305556	-0.978441918333333	-0.979820142638889	-0.946351650416667	-0.952226786666667	-0.984956708611111	-0.939885478333333	-0.9330454775	-0.976891804583333	-0.963054247083333	-0.972939551944444	-0.977786782222222	-0.96399042625	-0.978327769444444	-0.973724326388889	-0.963117633611111	-0.954180279027778	-0.98161514125	-0.953207017222222	-0.961561036111111	-0.953928124027778	-0.952281424444444	-0.969178686666667	-0.970823336388889	-0.960297525	-0.953534292638889	-0.979465868888889	-0.97839537
29	SITTING	-0.995319164666667	-0.9928337675	-0.978017021833333	-0.9692903165	-0.978017021833333	-0.9692903165	-0.990719807666667	-0.990531729333333	-0.962377332166667	-0.971578024666667	-0.995392308166667	-0.994905344	-0.991093963666667	-0.969609501666667	-0.975623030833333	-0.990617521	-0.961693949333333	-0.965800974333333	-0.993445760166667	-0.983883193	-0.988470241	-0.9942201755	-0.985493318833333	-0.990445861666667	-0.988393569	-0.990329245333333	-0.9739335945	-0.990727755166667	-0.987259808666667	-0.972912517166667	-0.973346531833333	-0.971218019833333	-0.990093703833333	-0.989822909333333	-0.980269425833333	-0.971011373	-0.995063049	-0.994742028
30	SITTING	-0.992491322903226	-0.988124495645161	-0.957487221451613	-0.942901466612903	-0.957487221451613	-0.942901466612903	-0.987799055645161	-0.98605764	-0.955847323870968	-0.960641288225806	-0.993737388225806	-0.991280225	-0.985008785	-0.954076042258065	-0.966274090645161	-0.983231005483871	-0.933992577903226	-0.946203823387097	-0.988775436451613	-0.980405717258064	-0.985978315322581	-0.990017564516129	-0.981902116451613	-0.988971211935484	-0.987034626451613	-0.982005883387097	-0.961177109516129	-0.988484803225806	-0.973804950806452	-0.95730868516129	-0.959923388064516	-0.943543732580645	-0.985826330967742	-0.985294959032258	-0.973876282903226	-0.959513937258065	-0.991750682096774	-0.990946424516129
1	STANDING	-0.995137917358491	-0.992108467169811	-0.984278207358491	-0.981942928867925	-0.984278207358491	-0.981942928867925	-0.992367790566038	-0.993096209433962	-0.976493792830189	-0.978690028679245	-0.994966790566038	-0.994733238679245	-0.995249932641509	-0.977070847735849	-0.985297098679245	-0.99602834509434	-0.972293102075472	-0.977937259622642	-0.994630797358491	-0.985418704528302	-0.990752166037736	-0.995073759245283	-0.987018226792453	-0.992349818113208	-0.986386786037736	-0.988984455849057	-0.980773122830189	-0.987497128679245	-0.987107727735849	-0.98234533	-0.985356361132075	-0.982313804716981	-0.99254247754717	-0.992536003396226	-0.984617623396226	-0.978466072075472	-0.994815376981132	-0.994671123207547
2	STANDING	-0.983447258518519	-0.973610118333333	-0.965875181296296	-0.957874965	-0.965875181296296	-0.957874965	-0.980489077407407	-0.976675280185185	-0.963466341851852	-0.95394338037037	-0.983951904259259	-0.977204427777778	-0.983946739814815	-0.959871697407407	-0.962471195740741	-0.989056469814815	-0.957908842222222	-0.946433583518518	-0.980973241666667	-0.970851337962963	-0.979775152037037	-0.983007923703704	-0.973520241111111	-0.984599905185185	-0.967037112037037	-0.972576152962963	-0.960627696111111	-0.97498812462963	-0.97103605037037	-0.969754295740741	-0.964052166481482	-0.960519381481482	-0.977065295555556	-0.97516046	-0.961775904814815	-0.956788725740741	-0.977849827407407	-0.977754298148148
3	STANDING	-0.968433747868853	-0.958293011803279	-0.925430819016393	-0.915143303606557	-0.925430819016393	-0.915143303606557	-0.959303840327869	-0.948770043278689	-0.892089349344262	-0.88212522147541	-0.962339339672131	-0.957679766885246	-0.960123409508197	-0.908075353770492	-0.939507735245902	-0.969931287377049	-0.89243434852459	-0.904801254590164	-0.957666856721311	-0.943497973606557	-0.969174903442623	-0.960570921803279	-0.943948547213115	-0.975595949508197	-0.901282267540984	-0.937711157213115	-0.916172537704918	-0.901985672459016	-0.923125941147541	-0.919743846065574	-0.926968932295082	-0.921836076557377	-0.948627467704918	-0.94820681442623	-0.913682362622951	-0.883439718032787	-0.960331717868852	-0.957121510491803
4	STANDING	-0.976065174642857	-0.957982019464286	-0.906478051785714	-0.890976683392857	-0.906478051785714	-0.890976683392857	-0.963370738392857	-0.958159482142857	-0.900982100535714	-0.885144317678571	-0.967614073928571	-0.964282784285714	-0.973497549642857	-0.889549205	-0.93164342125	-0.978737637678571	-0.857380281803571	-0.887554317678571	-0.972310894285714	-0.937624242142857	-0.968648411607143	-0.975706723571429	-0.944075308928571	-0.976229505535714	-0.905464161964286	-0.955992945178571	-0.915280955357143	-0.912464793928571	-0.945825840178571	-0.91665163125	-0.917614014821429	-0.895340042142857	-0.956139283571429	-0.96003249875	-0.914209165714286	-0.887194404285714	-0.964471139464286	-0.9664302175
5	STANDING	-0.961177741607143	-0.944755343035714	-0.906104701071429	-0.87977380125	-0.906104701071429	-0.87977380125	-0.956863566071429	-0.942962047678571	-0.900671630714286	-0.867041711785714	-0.958405900892857	-0.947970723571429	-0.964500917321429	-0.890796360535714	-0.915083799107143	-0.97066840875	-0.867933178017857	-0.858231387857143	-0.963059235178571	-0.93137020875	-0.958438726607143	-0.965778920714286	-0.936202600714286	-0.96807230125	-0.909661802321429	-0.939373524464286	-0.907190836607143	-0.912780915714286	-0.931857811428571	-0.91678935625	-0.9046413925	-0.886745170714286	-0.941825903035714	-0.943601960178571	-0.904543921607143	-0.868913993928571	-0.952286438035714	-0.946196462857143
6	STANDING	-0.962422163684211	-0.962758177192982	-0.945022876491228	-0.939310249649123	-0.945022876491228	-0.939310249649123	-0.967102436140351	-0.956099145964912	-0.939404744385965	-0.915891572982456	-0.963406222982456	-0.952536233859649	-0.977100287368421	-0.930336471754386	-0.942864017017544	-0.984067374035088	-0.921449111052632	-0.922067224210526	-0.97348053877193	-0.951405464912281	-0.963743518070175	-0.975235677719298	-0.950681450350877	-0.969895845789474	-0.931612384385965	-0.943273146140351	-0.943239602105263	-0.952817395263158	-0.942539174210526	-0.95445570245614	-0.945949804035088	-0.94456410754386	-0.955914005438597	-0.95538157877193	-0.926664297017544	-0.923108761578947	-0.955425138245614	-0.952088499473684
7	STANDING	-0.976837757358491	-0.978166790943396	-0.942724659245283	-0.933590156792453	-0.942724659245283	-0.933590156792453	-0.973381306226415	-0.968566356037736	-0.943425564528302	-0.918438958867924	-0.977377083018868	-0.97210793	-0.976681834339623	-0.941883783773585	-0.938550519811321	-0.980541336037736	-0.919118753018868	-0.912358813773585	-0.976323086226415	-0.967165093018868	-0.968229643018868	-0.978729082830189	-0.966850290188679	-0.974533710754717	-0.938121637735849	-0.957548671320755	-0.957165056226415	-0.947891986226415	-0.945818157735849	-0.954339406415094	-0.945611450377358	-0.93728796509434	-0.967417888301887	-0.969092161886792	-0.93870498490566	-0.919848139056604	-0.973671168679245	-0.971899418301887
8	STANDING	-0.985508765185185	-0.989270900740741	-0.953762884074074	-0.937187185222222	-0.953762884074074	-0.937187185222222	-0.984920797777778	-0.979932239074074	-0.952848496851852	-0.95322478962963	-0.987580587777778	-0.982460332222222	-0.988219862222222	-0.9500491	-0.950362935555556	-0.98918374962963	-0.936231722777778	-0.919744963888889	-0.989029238518519	-0.976177675	-0.979477193333333	-0.990414086851852	-0.97858173	-0.984465744444444	-0.969677435925926	-0.972595487037037	-0.975512276666667	-0.974200997592593	-0.968055495925926	-0.975976456111111	-0.953746070740741	-0.938628186322222	-0.979745872037037	-0.979135440925926	-0.964564224074074	-0.954119826296296	-0.983709233333333	-0.981832336296296
9	STANDING	-0.975036530444444	-0.969726483555556	-0.945167482444444	-0.936105010444444	-0.945167482444444	-0.936105010444444	-0.969524578888889	-0.963764177777778	-0.921030223111111	-0.908291403111111	-0.969824044222222	-0.965287050888889	-0.971662692	-0.944849431777778	-0.941686874222222	-0.977579248444444	-0.938790016888889	-0.913896832222222	-0.971313768666667	-0.962624298888889	-0.967129200444444	-0.971278823333333	-0.968234579555556	-0.972588748666667	-0.916974437555556	-0.954514301555556	-0.941510336	-0.924738576444444	-0.941950576888889	-0.944942811777778	-0.946330171777778	-0.940265546444444	-0.963242884	-0.963593159555556	-0.929769067777778	-0.910909659555556	-0.967491628	-0.964770799111111
10	STANDING	-0.976445016590909	-0.969051030681818	-0.951988907954545	-0.937264537954545	-0.951988907954545	-0.937264537954545	-0.965163818409091	-0.952058214545455	-0.929787259772727	-0.920486810227273	-0.971637661590909	-0.964409410454545	-0.970099814318182	-0.923378745227273	-0.955272383863636	-0.982949246136364	-0.921860476590909	-0.938098683181818	-0.963565166136364	-0.942187760454545	-0.972241512272727	-0.968612135909091	-0.944847393636364	-0.979428729090909	-0.924005912954545	-0.960323800909091	-0.950915730909091	-0.932273942727273	-0.958399857954545	-0.958901257272727	-0.9401101675	-0.945048242954545	-0.951633690454545	-0.952105964545455	-0.937786743409091	-0.922961550454545	-0.965614081363636	-0.965055815454545
11	STANDING	-0.995571631276596	-0.990663218510638	-0.984853836595745	-0.98030536893617	-0.984853836595745	-0.98030536893617	-0.989242377234043	-0.988853960638298	-0.979978011489362	-0.977071437446808	-0.993428183617021	-0.992579166595745	-0.993808050638298	-0.968703072553191	-0.987669785531915	-0.995573762978723	-0.96350679	-0.985958517446809	-0.992385450851064	-0.979287024255319	-0.988460788085106	-0.993414564042553	-0.981185823617021	-0.990378149574468	-0.978301717234043	-0.994025488297872	-0.980762968085106	-0.981009115744681	-0.994353086595745	-0.98230878106383	-0.982255413617021	-0.981503969574468	-0.988636595319149	-0.98802123106383	-0.982576519787234	-0.977437710851064	-0.992981019787234	-0.992277468510638
12	STANDING	-0.971195487377049	-0.973689389672131	-0.941459935081967	-0.935232945245902	-0.941459935081967	-0.935232945245902	-0.968790683278689	-0.962678857213115	-0.888101372786885	-0.852271618032787	-0.969289973606557	-0.961923171967213	-0.976469472295082	-0.932775677704918	-0.947178200163934	-0.983647207377049	-0.922852028360656	-0.914189183770492	-0.971971634098361	-0.95329178	-0.971122527868852	-0.975581439016393	-0.95666634442623	-0.978792832786885	-0.890292711147541	-0.948251856721312	-0.95260195295082	-0.884385204098361	-0.938529853770492	-0.954335764426229	-0.945217802786885	-0.939741929016393	-0.960859009508197	-0.964145595245902	-0.902356765573771	-0.850033171967213	-0.963059791967213	-0.962909739016393
